Make,Model,Year,Km,Transmission,Fuel,Price
Mitsubishi,Lancer EX Shark,2016,"175,000",automatic,gas,"290,000"
Toyota,Corolla,2013,"155,000",automatic,gas,"260,000"
Chevrolet,Lanos,2014,"159,000",manual,gas,"190,000"
Chery,Envy,2017,"180,000",manual,gas,"180,000"
Chery,Tiggo 7,2021,"10,000",automatic,gas,"640,000"
Chevrolet,Equinox,2018,"88,000",automatic,gas,"1,000,000"
Chevrolet,Cruze,2010,"116,000",automatic,gas,"220,000"
Toyota,Corolla,2015,"108,000",automatic,gas,"490,000"
Toyota,Corolla,2010,"100,000",automatic,gas,"365,000"
Hyundai,I10,2022,"3,500",automatic,gas,"470,000"
Mitsubishi,Lancer EX Shark,2018,"109,000",automatic,gas,"400,000"
Ds,DS7,2021,"18,000",automatic,gas,"1,400,000"
Ford,Territory,2023,"3,000",automatic,gas,"2,600,000"
Mitsubishi,Lancer EX Shark,2008,"196,000",automatic,gas,"330,000"
Hyundai,Elantra AD,2019,"80,000",automatic,gas,"635,000"
Chevrolet,Lanos,2010,"100,000",manual,gas,"155,000"
Chery,Tiggo 3,2021,"40,000",automatic,gas,"440,000"
Nissan,Sunny,2018,"105,000",automatic,gas,"315,000"
Hyundai,Bayon,2022,"14,000",automatic,gas,"650,000"
BMW,X6,2019,"112,000",automatic,gas,"2,400,000"
Hyundai,Elantra,2007,"208,000",automatic,gas,"300,000"
MG,6,2022,"23,000",automatic,gas,"650,000"
Hyundai,Atos,2011,"123,000",manual,gas,"150,000"
Kia,Cerato,2014,"153,000",automatic,gas,"318,000"
Proton,Saga,2021,"50,000",automatic,gas,"350,000"
Kia,Cerato Koup,2010,"285,000",automatic,gas,"350,000"
Opel,Grandland,2020,"62,500",automatic,gas,"850,000"
Kenbo,Minivan,2016,"95,000",manual,gas,"140,000"
Renault,Logan,2019,"90,000",automatic,gas,"310,000"
BMW,318,2016,"186,000",automatic,gas,"850,000"
Fiat,Doblo,2019,"110,000",manual,gas,"260,000"
BMW,X3,2014,"200,000",automatic,gas,"1,100,000"
Daewoo,Matiz,1999,"160,000",manual,gas,"80,000"
Hyundai,Matrix,2008,"218,000",automatic,gas,"215,000"
Chevrolet,Optra,2015,"85,000",automatic,gas,"300,000"
Daewoo,Lanos 2,2008,"140,000",manual,gas,"145,000"
Opel,Corsa,2004,"200,000",manual,gas,"147,000"
Speranza,Tiggo,2019,"105,000",automatic,gas,"350,000"
Hyundai,Tucson,2017,"75,000",automatic,gas,"750,000"
Nissan,Sunny,2001,"200,000",automatic,gas,"135,000"
Skoda,Kodiaq,2020,"79,000",automatic,gas,"1,350,000"
Ford,Focus,2009,"212,000",automatic,gas,"280,000"
Nissan,Sunny,2020,"60,000",automatic,gas,"330,000"
Suzuki,Maruti,1998,0,manual,gas,"45,000"
Renault,Duster,2015,"200,000",manual,gas,"385,000"
Daewoo,Nubira 2,1999,"146,000",automatic,gas,"125,000"
Seat,Leon,2020,"90,000",automatic,gas,"700,000"
Hyundai,Tucson GDI,2017,"99,000",automatic,gas,"775,000"
Chery,Tiggo 7,2021,"53,000",automatic,gas,"525,000"
Skoda,Octavia A4,2014,"211,000",automatic,gas,"425,000"
Land Rover,Range Rover Sport || Sport,2021,"30,000",automatic,gas,"4,000,000"
MG,5,2021,"160,000",automatic,gas,"350,000"
Nissan,Sunny,2020,"150,000",automatic,gas,"350,000"
Seat,Ibiza,2020,"49,000",automatic,gas,"655,000"
Daewoo,Lanos,2001,"250,000",manual,gas,"100,007"
Fiat,132,1980,0,manual,gas,"35,000"
MG,5,2021,"100,000",automatic,gas,"395,000"
Skoda,Octavia A7,2015,"47,999",automatic,gas,"670,000"
Seat,Ibiza,1998,"100,000",manual,gas,"85,000"
Geely,Emgrand 7,2015,"200,000",manual,gas,"140,000"
Haima,Haima 2,2013,"60,000",manual,gas,"150,000"
Toyota,Corolla,2020,"97,000",automatic,gas,"750,000"
Hyundai,Solaris,2016,"67,000",automatic,gas,"350,000"
BMW,318,2017,"140,000",automatic,gas,"840,000"
Peugeot,3008,2015,"146,000",automatic,gas,"430,000"
Kia,Cerato,2010,"188,000",automatic,gas,"295,000"
Chevrolet,Optra,2018,"80,000",automatic,gas,"285,000"
Nissan,Sunny,2022,"23,000",automatic,gas,"345,000"
Fiat,Punto,1994,"200,000",manual,gas,"63,000"
Jetour,X70,2021,"39,600",automatic,gas,"585,000"
Kia,K3,2015,"63,000",automatic,gas,"390,000"
Daihatsu,Grand terios,2014,"110,000",automatic,gas,"455,000"
Nissan,Sunny,2021,"20,000",automatic,gas,"385,000"
Chevrolet,Lanos,2009,"150,000",manual,gas,"115,000"
Skoda,Octavia A4,1999,"195,000",manual,gas,"155,000"
Jetour,X95,2022,"23,000",automatic,gas,"850,000"
Mercedes,C 180,2022,0,automatic,gas,"2,250,000"
Mazda,3 || Mazda 3,2017,"170,000",automatic,gas,"450,000"
Peugeot,508,2017,"157,000",automatic,gas,"540,000"
Fiat,125,1981,0,manual,natural gas,"30,000"
BMW,X6,2010,"180,000",automatic,gas,"1,100,000"
Hyundai,Tucson Turbo GDI || Tucson Turbo,2022,"5,600",automatic,gas,"1,300,000"
Fiat,132,1975,"200,000",manual,gas,"28,000"
Speranza,A516,2009,"153,000",manual,gas,"115,000"
Mazda,3 || Mazda 3,2016,"160,000",automatic,gas,"440,000"
Kia,Grand Cerato,2021,"180,000",automatic,gas,"580,000"
Chevrolet,Lanos,2011,"187,000",manual,gas,"135,000"
Chevrolet,Lanos,2019,"50,000",automatic,gas,"280,000"
Fiat,Florida,2005,0,manual,gas,"55,000"
Lada,Granta,2020,"41,000",automatic,gas,"320,000"
Isuzu,D max,2022,"300,000",manual,diesel,"145,000"
Nissan,Sentra,2020,"80,000",automatic,gas,"420,000"
Citroën,Jumpy,2009,"246,000",manual,gas,"230,000"
Renault,Logan,2018,"200,000",automatic,gas,"300,000"
Kia,Sportage,2012,"197,000",automatic,gas,"455,000"
Haval,Jolion,2022,"30,000",automatic,gas,"800,000"
Isuzu,D max,2016,"210,000",manual,diesel,"600,000"
Ssang Yong,Tivoli XLV,2019,"40,000",automatic,gas,"520,000"
Hyundai,Elantra HD,2020,"130,000",automatic,gas,"430,000"
Toyota,Corolla,2005,"200,000",manual,gas,"265,000"
Mitsubishi,Galant,1982,"300,000",automatic,gas,"45,000"
Chevrolet,Lanos,2020,"35,000",manual,gas,"265,000"
Nissan,Sunny,1997,"145,000",manual,gas,"115,000"
Daihatsu,Gran max,2013,"155,000",manual,gas,"185,000"
Hyundai,Elantra MD,2016,"116,000",automatic,gas,"375,000"
Audi,80,1992,"265,000",manual,gas,"125,000"
Mercedes,SEL 280,1982,"160,000",automatic,gas,"125,000"
Chevrolet,Optra,2023,"6,400",automatic,gas,"450,000"
Chery,Envy,2013,"130,000",manual,natural gas,"160,000"
Mazda,3 || Mazda 3,2011,"253,000",automatic,gas,"295,000"
MG,5,2022,"30,000",automatic,gas,"320,000"
Opel,Meriva,2015,"125,000",automatic,gas,"330,000"
Hyundai,Tucson GDI,2021,"68,000",automatic,gas,"965,000"
Haval,H6,2022,"55,000",automatic,gas,"800,000"
Fiat,132,1976,0,manual,gas,"35,000"
Chery,Arrizo 5,2022,"30,000",automatic,gas,"335,000"
Citroën,Xsara,2000,0,manual,gas,"90,000"
Daewoo,Nubira 2,2004,"220,000",automatic,gas,"140,000"
Ssang Yong,Tivoli XLV,2023,320,automatic,gas,"850,000"
Volkswagen,Beetle,1970,0,manual,gas,"35,000"
Brilliance,FSV,2011,0,manual,gas,"145,000"
Hyundai,Verna,2016,"400,000",manual,gas,"450,000"
Mazda,3 || Mazda 3,2007,"290,000",automatic,gas,"275,000"
Kia,Xceed,2022,"20,000",automatic,gas,"800,000"
Hyundai,Matrix,2005,"240,000",automatic,gas,"235,000"
Hyundai,Accent,1999,"494,000",manual,gas,"90,000"
Hyundai,Solaris,2016,"150,000",automatic,gas,"315,000"
Kia,Pride,1999,0,manual,gas,"68,000"
Toyota,Corolla,2022,"13,000",automatic,gas,"850,000"
Chery,Tiggo 7,2022,"6,000",automatic,gas,"600,000"
Chery,Tiggo 7,2021,"15,000",automatic,gas,"550,000"
Hyundai,I30,2010,"300,000",automatic,gas,"230,000"
Skoda,Felicia,1997,"132,000",manual,gas,"65,000"
Chevrolet,Lanos,2012,"109,000",manual,gas,"147,000"
Hyundai,Tucson GDI,2020,"53,000",automatic,gas,"950,000"
Opel,Vectra,1997,"264,000",automatic,gas,"130,000"
Volkswagen,Cross,2006,"150,000",manual,gas,"160,000"
Mitsubishi,Lancer EX Shark,2016,"120,000",automatic,gas,"520,000"
Peugeot,307,2006,"329,000",automatic,gas,"205,000"
MG,HS,2021,"35,000",automatic,gas,"770,000"
Ford,Kuga,2016,"63,000",automatic,gas,"580,000"
Chery,Tiggo 7,2023,"1,650",automatic,gas,"690,000"
Renault,Kadjar,2018,"97,000",automatic,gas,"690,000"
Kia,Carens,2015,"80,000",automatic,gas,"490,000"
Dongfeng,Aeolus A30,2022,"10,000",automatic,gas,"570,000"
Mitsubishi,Pajero,2016,"200,000",automatic,gas,"1,100,000"
Ford,Escort,1998,"150,000",manual,gas,"60,000"
Nissan,Sunny,2007,140,automatic,gas,"240,000"
Volkswagen,Jetta,2014,"170,000",automatic,gas,"375,000"
Opel,Grandland,2019,"20,000",automatic,gas,"880,000"
Suzuki,Swift Dzire || Dzire,2022,"14,500",automatic,gas,"420,000"
Chevrolet,Lanos,2012,"200,000",manual,gas,"140,000"
Volkswagen,Eos,2008,"160,000",manual,gas,"350,000"
Byd,F3,2018,"150,000",manual,gas,"240,000"
Suzuki,Van,2014,"90,000",manual,natural gas,"150,000"
Chevrolet,Optra,2017,"94,000",automatic,gas,"315,000"
Mercedes,CLA 180,2020,"8,250",automatic,gas,"1,530,000"
Mitsubishi,Pajero,2002,"210,000",automatic,gas,"470,000"
Hyundai,Elantra CN7,2022,"7,000",automatic,gas,"800,000"
Citroën,C4,2007,"250,000",automatic,gas,"185,000"
Toyota,Corolla,2012,"190,000",manual,gas,"430,000"
Kia,Cerato,2014,"90,000",automatic,gas,"455,000"
Peugeot,3008,2020,"65,000",automatic,gas,"1,050,000"
Nissan,Qashqai,2018,"130,000",automatic,gas,"495,000"
Peugeot,505,1982,0,manual,gas,"85,000"
Hyundai,Accent,2008,"142,000",automatic,gas,"250,000"
MG,5,2021,"70,000",automatic,gas,"480,000"
Citroën,C Elysee,2014,"209,000",automatic,gas,"245,000"
Hyundai,IX 35,2016,"90,000",automatic,gas,"700,000"
BMW,320,2019,"88,000",automatic,gas,"1,170,000"
Changan,CS 35,2014,"162,222",automatic,gas,"300,000"
Byd,F3,2013,0,manual,gas,"120,000"
Chevrolet,Optra,2007,"145,000",manual,gas,"160,000"
Chery,Envy,2013,"250,000",automatic,gas,"135,000"
Nissan,Sunny,2002,"345,000",automatic,gas,"175,000"
Mini,Clubman,2021,"80,000",automatic,gas,"950,000"
Opel,Vectra,1994,0,automatic,gas,"85,000"
Speranza,M11,2012,"170,000",manual,gas,"118,000"
DFSK,330S,2021,"55,000",manual,gas,"345,000"
Fiat,Regata,1985,"200,000",manual,gas,"40,000"
Mitsubishi,Lancer EX Shark,2017,"98,000",automatic,gas,"375,000"
Chery,Envy,2017,"110,000",manual,gas,"170,000"
Citroën,C Elysee,2019,"77,000",automatic,gas,"350,000"
Kia,Carens,2015,"90,000",automatic,gas,"510,000"
Lada,2105,1990,0,manual,gas,"30,000"
Toyota,Corolla,2020,"24,000",automatic,gas,"800,000"
Nissan,Sunny,2019,"90,000",automatic,gas,"295,000"
Fiat,Punto,2009,"151,000",manual,gas,"210,000"
Kia,Sportage,2019,"100,000",automatic,gas,"870,000"
Mitsubishi,Lancer EX Shark,2017,0,automatic,gas,"375,000"
Renault,Logan,2016,"170,000",automatic,gas,"220,000"
Changan,Eado,2008,"179,000",manual,gas,"70,000"
Kia,Optima,2017,"105,000",automatic,gas,"500,000"
Chevrolet,Aveo,2008,"130,000",manual,gas,"170,000"
Mitsubishi,Lancer EX Shark,2015,"140,000",automatic,gas,"350,000"
Chrysler,Town & Country,2008,"122,000",automatic,gas,"625,000"
Kia,Sephia,2000,"300,000",manual,gas,"70,000"
Skoda,Octavia A8,2021,"35,000",automatic,gas,"1,080,000"
MG,HS,2022,"46,000",automatic,gas,"810,000"
MG,5,2020,"50,000",automatic,gas,"455,000"
Nissan,Sunny,2016,"180,000",automatic,gas,"245,000"
Fiat,Tipo,2021,"2,000",automatic,gas,"660,000"
MG,5,2021,"80,000",automatic,gas,"480,000"
Renault,Duster,2020,"100,000",automatic,gas,"495,000"
Hyundai,Accent RB,2022,"5,000",automatic,gas,"485,000"
Nissan,Juke,2016,"65,000",automatic,gas,"430,000"
Chevrolet,N300,2013,"261,927",manual,gas,"90,000"
Kia,Sportage,2020,"57,000",automatic,gas,"950,000"
Hyundai,IX 35,2015,"137,000",automatic,gas,"600,000"
Hyundai,I30,2014,"115,000",automatic,gas,"270,000"
Kia,Grand Cerato,2019,"117,077",automatic,gas,"500,000"
Suzuki,Ideal,1993,"100,000",manual,gas,"60,000"
Hyundai,Elantra MD,2016,"131,000",automatic,gas,"450,000"
Opel,Astra,2015,"280,000",automatic,gas,"350,000"
Hyundai,Solaris,2016,"180,000",automatic,gas,"355,000"
Seat,Ibiza,1990,"169,000",manual,gas,"30,000"
Chevrolet,Optra,2019,"31,000",automatic,gas,"290,000"
Opel,Astra,2016,"133,000",automatic,gas,"400,000"
Opel,Grandland,2022,"23,000",automatic,gas,"965,000"
Daewoo,Lanos 2,2011,"300,000",manual,natural gas,"190,000"
Fiat,Uno,2001,"160,000",manual,gas,"60,000"
Skoda,Octavia A8,2021,"46,000",automatic,gas,"900,000"
Nissan,Sunny,2014,"98,000",automatic,gas,"300,000"
Chevrolet,Lanos,2015,"129,000",manual,gas,"165,000"
Renault,Logan,2016,"91,000",manual,gas,"250,000"
Peugeot,508,2013,"154,000",automatic,gas,"410,000"
Chevrolet,Equinox,2019,"135,000",automatic,gas,"800,000"
Nissan,Sunny,2018,"100,000",automatic,gas,"280,000"
Peugeot,508,2022,95,automatic,gas,"1,700,000"
Peugeot,305,1983,0,manual,gas,"37,000"
Renault,Clio,2008,0,manual,gas,"125,000"
Hyundai,Matrix,2003,"260,000",automatic,gas,"250,000"
Mercedes,E 200,2020,"37,000",automatic,gas,"2,000,000"
Senova,A1,2015,"94,000",manual,gas,"185,000"
Suzuki,Van,2014,"150,000",manual,gas,"120,000"
Nissan,Qashqai,2018,"175,000",automatic,gas,"600,000"
Mercedes,E 300,2022,0,automatic,gas,"3,350,000"
Chevrolet,Lanos,2013,"300,000",manual,gas,"110,000"
Jeep,Renegade,2016,"104,000",automatic,gas,"570,000"
Hyundai,Tucson Turbo GDI || Tucson Turbo,2018,"80,000",automatic,gas,"740,000"
Opel,Vectra,1998,"100,000",manual,gas,"85,000"
Mercedes,200,1978,"300,000",manual,gas,"59,000"
Chery,Arrizo 5,2023,0,automatic,gas,"140,000"
MG,6,2022,"8,000",automatic,gas,"675,000"
Nissan,Sunny,2023,"30,000",automatic,gas,"400,000"
Mitsubishi,Lancer Puma,2006,"200,000",automatic,gas,"255,000"
Hyundai,Elantra MD,2016,"130,000",automatic,gas,"370,000"
Byd,F3,2019,"120,000",automatic,gas,"225,000"
Skoda,Superb,2018,"120,000",automatic,gas,"820,000"
Opel,Grandland,2018,"160,000",automatic,gas,"725,000"
Toyota,Corolla,2022,"7,000",automatic,gas,"730,000"
Chevrolet,Spark,2012,"86,000",manual,gas,"130,000"
DFSK,Glory 330,2022,"75,000",manual,natural gas,"400,000"
Peugeot,5008,2020,"52,000",automatic,gas,"1,100,000"
Lada,Granta,2020,"120,000",manual,gas,"215,000"
Skoda,Felicia,1998,"200,000",manual,gas,"65,000"
Toyota,Rush,2022,"27,000",automatic,gas,"790,000"
Volkswagen,Golf 6,2012,"73,000",automatic,gas,"540,000"
Peugeot,406,2004,0,automatic,gas,"185,000"
Chery,Envy,2017,"100,000",manual,gas,"155,000"
Toyota,Yaris,2015,"120,000",automatic,gas,"220,000"
Buick,Lucerne,1981,0,automatic,gas,"70,000"
Kia,Cerato,2016,"106,000",automatic,gas,"500,000"
Peugeot,3008,2011,"191,000",automatic,gas,"320,000"
Geely,Pandino,2010,"207,000",manual,gas,"75,000"
Hyundai,Getz,2006,"113,000",manual,gas,"210,000"
Mercedes,A 200,2020,"25,000",automatic,gas,"1,500,000"
Byd,F3,2013,"200,000",automatic,gas,"225,000"
Kia,Rio,2016,"92,000",automatic,gas,"450,000"
Kia,Cerato,2018,"95,000",automatic,gas,"550,000"
Nissan,Qashqai,2016,"135,000",automatic,gas,"560,000"
Hyundai,Accent RB,2017,"150,000",automatic,gas,"360,000"
Volkswagen,Polo,2001,"250,000",manual,gas,"125,000"
Chevrolet,Aveo,2016,"131,000",automatic,gas,"270,000"
MG,5,2021,"110,000",automatic,gas,"410,000"
BMW,X3,2014,"170,000",automatic,gas,"900,000"
Canghe || Changhe,ideal || Ideal,2017,"95,000",manual,gas,"125,000"
Hyundai,Elantra HD,2019,"130,000",automatic,gas,"430,000"
Peugeot,406,1999,"162,000",automatic,gas,"135,000"
Hyundai,XD,2001,"300,000",automatic,gas,"220,000"
Volkswagen,Golf 2,1991,0,manual,gas,"70,000"
Chery,Tiggo 3,2021,"15,000",automatic,gas,"455,000"
Chevrolet,Aveo,2020,"133,000",automatic,gas,"295,000"
Volvo,850,1995,0,automatic,gas,"95,000"
Hyundai,Elantra CN7,2021,"82,000",automatic,gas,"700,000"
Daewoo,Lanos,2000,0,automatic,gas,"80,000"
Fiat,Tipo,2020,"55,000",automatic,gas,"560,000"
Hyundai,Verna,2016,0,manual,natural gas,"180,000"
Daewoo,Nubira 2,2007,"120,000",manual,gas,"158,000"
Mitsubishi,Lancer Puma,2007,"204,000",automatic,gas,"240,000"
Fiat,Tipo,2019,"150,000",automatic,gas,"450,000"
Hyundai,Elantra,2008,"206,000",automatic,gas,"245,000"
Chevrolet,N300,2020,"65,000",manual,gas,"250,000"
Fiat,Tempra,1997,0,manual,gas,"65,000"
Chevrolet,Captiva,2021,"83,000",automatic,gas,"650,000"
Hyundai,Elantra HD,2020,"125,000",automatic,gas,"425,000"
Chery,Arrizo 5,2020,"65,000",automatic,gas,"340,000"
Hyundai,Verna,2004,"145,000",manual,gas,"130,000"
Volkswagen,Golf 4,2005,"100,000",automatic,gas,"370,000"
Byd,F3,2015,"220,000",manual,gas,"160,000"
Mitsubishi,Lancer Crystala,1992,0,manual,gas,"65,000"
Suzuki,Swift,1995,0,manual,gas,"50,000"
BMW,523,2006,"160,000",automatic,gas,"450,000"
Zotye,T600,2020,"60,000",automatic,gas,"465,000"
Kia,Cerato,2016,"100,000",automatic,gas,"495,000"
Fiat,Tipo,2021,"29,000",automatic,gas,"530,000"
Mitsubishi,Lancer Puma,2008,"190,000",automatic,gas,"210,000"
Hyundai,Excel,1998,0,automatic,gas,"75,000"
BMW,530,2007,"188,000",automatic,gas,"540,000"
Proton,Saga,2010,"200,000",manual,gas,"145,000"
Nissan,Pick up,2016,0,manual,diesel,"140,000"
Senova,A1,2018,"23,000",manual,gas,"175,000"
Hyundai,Elantra,2008,1,automatic,gas,"260,000"
Byd,F3,2022,"95,000",manual,gas,"150,000"
Hyundai,Tucson,2017,"140,000",automatic,gas,"680,000"
Hyundai,Accent RB,2012,"375,000",automatic,gas,"270,000"
Peugeot,3008,2022,"7,000",automatic,gas,"1,300,000"
Toyota,Corolla,2017,"150,000",automatic,gas,"820,000"
MG,5,2020,"47,000",automatic,gas,"390,000"
Byd,L3,2023,"22,000",automatic,gas,"360,000"
Chevrolet,Pickup,2019,"345,000",manual,diesel,"330,000"
Geely,Emgrand 7,2015,"130,000",manual,gas,"155,000"
Toyota,Yaris,2015,"110,000",automatic,gas,"470,000"
Volkswagen,Fox,2006,"240,000",manual,gas,"115,000"
Skoda,Octavia A4,2006,"280,000",automatic,natural gas,"220,000"
Renault,Logan,2016,"98,000",automatic,gas,"305,000"
Volkswagen,Jetta,2008,"160,000",automatic,gas,"350,000"
Fiat,127,1987,0,manual,gas,"18,500"
Opel,Vectra,1997,"350,000",manual,gas,"120,000"
Mercedes,C 180,2010,"140,000",automatic,gas,"590,000"
Opel,Vectra,1999,"150,000",automatic,gas,"135,000"
Fiat,Shahin,1995,0,manual,gas,"43,000"
Hyundai,I10,2008,"175,000",manual,gas,"185,000"
Hyundai,Excel,1996,"150,000",manual,gas,"63,000"
Suzuki,Swift,1993,"200,000",manual,gas,"48,000"
Hyundai,Avante,2003,"152,000",automatic,natural gas,"245,000"
Speranza,A113,2011,"150,000",manual,gas,"115,000"
Hyundai,Matrix,2006,"310,000",manual,gas,"200,000"
Fiat,128,1990,0,manual,gas,"29,000"
MG,5,2021,"80,000",automatic,gas,"450,000"
Daewoo,Matiz,2002,"149,000",manual,gas,"65,000"
Kia,Cerato,2008,"200,000",automatic,gas,"260,000"
Skoda,Felicia,1997,"180,000",manual,gas,"75,000"
Toyota,Yaris,2007,"147,000",automatic,gas,"235,000"
Toyota,Corolla,2013,"91,000",automatic,gas,"330,000"
Kia,Cerato,2012,"150,000",automatic,natural gas,"260,000"
Ssang Yong,Tivoli XLV,2018,"74,000",automatic,gas,"420,000"
Renault,Logan,2018,"70,000",automatic,gas,"300,000"
Fiat,Shahin,2001,0,manual,gas,"40,000"
Daewoo,Lanos 2,2001,"240,000",manual,gas,"102,000"
Chery,Envy,2013,"88,000",manual,gas,"180,000"
Chevrolet,N300,2020,"32,000",manual,gas,"240,000"
Mercedes,C 180,2004,"350,000",automatic,gas,"350,000"
Chevrolet,Optra,2021,"107,000",automatic,gas,"310,000"
Mazda,3  || Mazda 3,2007,"280,000",automatic,gas,"270,000"
Mazda,MPV,1998,"222,000",automatic,gas,"85,000"
Nissan,Sunny,2020,"92,000",automatic,gas,"285,000"
Daewoo,Juliet,2004,"223,000",manual,gas,"98,000"
Proton,Waja,2006,"200,000",automatic,gas,"145,000"
Suzuki,Maruti,1997,"95,000",manual,gas,"47,000"
Seat,Ibiza,1993,0,manual,gas,"55,000"
Hyundai,Elantra CN7,2021,"30,000",automatic,gas,"670,000"
Hyundai,Verna,2013,"165,000",manual,gas,"190,000"
Nissan,Qashqai,2016,"135,000",automatic,gas,"450,000"
Ssang Yong,Tivoli XLV,2018,"48,000",automatic,gas,"420,000"
BMW,218 i,2021,"6,000",automatic,gas,"1,150,000"
Chevrolet,Optra,2020,"33,000",automatic,gas,"335,000"
Hyundai,IX 35,2016,"84,000",automatic,gas,"600,000"
Toyota,Fortuner,2021,"35,000",automatic,gas,"1,600,000"
Brilliance,FRV,2009,"230,000",manual,gas,"130,000"
Volkswagen,Passat,2012,"300,000",automatic,gas,"430,000"
Fiat,Tipo,2022,"3,850",automatic,gas,"710,000"
Toyota,Corolla,2015,"270,000",automatic,gas,"480,000"
Skoda,Rapid,2014,"170,000",automatic,gas,"350,000"
Daewoo,Lanos,2001,"250,000",manual,gas,"100,000"
Fiat,128,1979,0,manual,gas,"27,500"
BMW,218 i,2020,"15,000",automatic,gas,"1,150,000"
Hyundai,Elantra HD,2019,"165,000",automatic,gas,"370,000"
Byd,F3,2021,"179,000",manual,gas,"230,000"
Fiat,131,1982,0,manual,gas,"35,000"
Volkswagen,Tiguan,2017,"123,000",automatic,gas,"800,000"
Mitsubishi,Lancer EX Shark,2018,"72,000",automatic,gas,"460,000"
Byd,F3,2019,"103,000",manual,gas,"295,000"
Volkswagen,Pointer,2004,"200,000",manual,gas,"120,000"
Renault,Rainbow,1997,"220,000",manual,gas,"51,000"
Chery,Arrizo 5,2022,"20,000",automatic,gas,"390,000"
Citroën,C Elysee,2015,"220,000",automatic,gas,"280,000"
Hyundai,Tucson Turbo GDI || Tucson Turbo,2019,"66,000",automatic,gas,"850,000"
Chery,Tiggo 8,2022,"50,000",automatic,gas,"740,000"
Fiat,Tipo,2021,"23,000",manual,gas,"410,000"
MG,5,2021,"55,000",automatic,gas,"480,000"
Renault,Symbol,2009,"229,000",automatic,gas,"132,000"
Mahindra,Scorpio,2008,"106,000",manual,gas,"130,000"
Volkswagen,Jetta,2008,"180,000",automatic,gas,"300,000"
Mercedes,E 200,2021,"25,000",automatic,gas,"2,700,000"
Peugeot,504,1975,0,manual,gas,"28,000"
Speranza,Chery QQ || Chery qq,2006,"1,500",manual,gas,"75,000"
MG,5,2020,"58,000",automatic,gas,"455,000"
BMW,320,2010,"235,000",automatic,gas,"500,000"
Chevrolet,Lanos,2015,"77,000",manual,gas,"190,000"
Fiat,Tipo,2019,"73,000",automatic,gas,"450,000"
Byd,F3,2019,"100,000",manual,gas,"220,000"
Jac,J7,2022,"30,000",automatic,gas,"520,000"
Fiat,128,1980,0,manual,gas,"28,000"
Opel,Insignia,2018,"71,400",automatic,gas,"820,000"
Geely,Emgrand 7,2016,"180,000",manual,gas,"190,000"
Mitsubishi,Lancer Puma,2011,0,automatic,gas,"300,000"
Hyundai,Tucson,2020,"50,000",automatic,gas,"850,000"
Chery,Tiggo 7,2021,"50,000",automatic,gas,"520,000"
Kia,Rio,2014,"125,000",automatic,gas,"340,000"
Chevrolet,Lanos,2015,"185,000",manual,gas,"167,000"
Citroën,Xsara,1998,"200,000",automatic,gas,"75,000"
Nissan,Sunny,2022,"20,000",automatic,gas,"390,000"
MG,ZS,2021,"44,000",automatic,gas,"525,000"
Peugeot,504,1977,0,manual,gas,"25,000"
MG,HS,2022,"9,000",automatic,gas,"825,000"
Volkswagen,Tiguan,2016,"160,000",automatic,gas,"700,000"
Fiat,Siena,2002,"100,000",manual,gas,"69,000"
Citroën,C3,2021,"27,000",manual,gas,"420,000"
Kia,Cerato,2011,"175,000",automatic,gas,"280,000"
MG,HS,2021,"23,000",automatic,gas,"750,000"
Speranza,M11,2010,"174,000",manual,gas,"140,000"
Kia,Cerato,2010,"200,000",automatic,gas,"325,000"
Skoda,Felicia,1997,0,manual,gas,"63,000"
Hyundai,Elantra HD,2018,"140,000",automatic,gas,"340,000"
Chevrolet,Cruze,2012,"117,000",automatic,gas,"240,000"
Chery,Tiggo 7,2022,"48,000",automatic,gas,"570,000"
